1254,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1255,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1256,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1257,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1258,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1259,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1260,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1261,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1262,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1263,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1264,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1265,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1266,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1267,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1268,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1269,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1270,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1271,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1272,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1273,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1274,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1275,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1276,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1277,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1278,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1279,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1280,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1281,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1282,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1283,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1284,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1285,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1286,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1287,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1288,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1289,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1290,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
1291,7,1,Frey soldier,Arya Stark,Poisoned wine,Poison,Revenge for the Red Wedding. Arya “wore” Walder Frey’s face as she poisoned them all.,The Twins,House Frey,1
2326,7,7,Petyr Baelish,Arya Stark,Valyrian steel dagger,Blade,"Attempted to pit Sansa and Arya against each other, as well as a multitude of other crimes. Executed on Sansa’s orders.",Winterfell,"House Baelish, House Stark, House Arryn",4
4301,8,3,Wight,Arya Stark,Flaming arrow,Arrow,Killed during the Battle of Winterfell,Winterfell,None,1
4507,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4508,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4509,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4510,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4511,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4512,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4513,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4514,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4515,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4516,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4517,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4518,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4519,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4520,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4521,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4522,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4523,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4524,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4525,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4526,8,3,Wight,Arya Stark,Spear,Polearm,Killed during the Battle of Winterfell,Winterfell,None,1
4538,8,3,Wight,Arya Stark,Knife,Blade,Killed during the Battle of Winterfell,Winterfell,None,1
4543,8,3,Beric Dondarrion,Wight,Sword,Blade,Killed during the Battle of Winterfell (for the final time) after helping to save Arya Stark,Winterfell,"Brotherhood Without Banners, The Lord of Light",3
4669,8,3,Night King,Arya Stark,Valyrian steel dagger,Blade,Killed during the Battle of Winterfell when he is about to kill Bran Stark. Arya attacks him from behind and stabs him in the same spot where he was stabbed by the Children of the Forest when first made into the Night King.,Winterfell,None,4
4670,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4671,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4672,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4673,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4674,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4675,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4676,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4677,8,3,White Walker,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4678,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4679,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4680,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4681,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4682,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4683,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4684,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4685,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4686,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4687,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4688,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4689,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4690,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4691,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4692,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4693,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4694,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4695,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4696,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4697,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4698,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4699,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4700,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4701,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4702,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4703,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4704,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4705,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4706,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4707,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4708,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4709,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4710,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4711,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4712,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4713,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4714,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4715,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4716,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4717,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4718,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4719,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4720,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4721,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4722,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4723,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4724,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4725,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4726,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4727,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4728,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4729,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4730,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4731,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4732,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4733,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4734,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4735,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4736,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4737,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4738,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4739,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4740,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4741,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4742,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4743,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4744,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4745,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4746,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4747,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4748,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4749,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4750,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4751,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4752,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4753,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4754,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4755,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4756,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4757,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4758,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4759,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4760,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4761,8,3,Viserion (Wight),Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,4
4762,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4763,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4764,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4765,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4766,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4767,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4768,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4769,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4770,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4771,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4772,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4773,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4774,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4775,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4776,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4777,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4778,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4779,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4780,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4781,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4782,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4783,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4784,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4785,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4786,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4787,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4788,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
4789,8,3,Wight,Arya Stark,Magic,Magic,Killed during the Battle of Winterfell when the Night King falls,Winterfell,None,1
